20 May 2014	08:46:01		Logging to file ./clientlog//EMClient__000000083.txt
20 May 2014	08:46:01		SETTING	LogServer	True
20 May 2014	08:51:53	26        	5         	131       	351839    
20 May 2014	08:52:06	27        	5         	136       	364988    
20 May 2014	08:52:19	28        	4         	144       	377434    
20 May 2014	08:52:31	29        	5         	147       	389889    
20 May 2014	08:52:44	30        	6         	151       	402341    
20 May 2014	08:52:57	31        	7         	157       	415156    
20 May 2014	08:53:09	32        	5         	164       	427751    
20 May 2014	08:53:22	33        	5         	167       	440135    
20 May 2014	08:53:34	34        	5         	174       	453004    
20 May 2014	08:53:47	35        	6         	175       	465560    
20 May 2014	08:53:59	36        	4         	184       	478122    
20 May 2014	08:54:12	37        	6         	189       	490699    
20 May 2014	08:54:25	38        	6         	193       	503379    
20 May 2014	08:54:38	39        	5         	197       	516198    
20 May 2014	08:54:50	40        	6         	200       	528999    
20 May 2014	08:55:03	41        	5         	209       	541795    
20 May 2014	08:55:16	42        	7         	210       	554456    
20 May 2014	08:55:29	43        	5         	219       	567784    
20 May 2014	08:55:42	44        	5         	221       	580534    
20 May 2014	08:55:55	45        	5         	229       	593569    
20 May 2014	08:56:08	46        	4         	234       	606681    
20 May 2014	08:56:21	47        	6         	237       	619779    
20 May 2014	08:56:34	48        	4         	244       	632773    
20 May 2014	08:56:47	49        	4         	248       	645743    
20 May 2014	08:57:00	50        	6         	254       	658711    
20 May 2014	08:57:13	51        	6         	257       	671703    
20 May 2014	08:57:26	52        	7         	263       	684729    
20 May 2014	08:57:40	53        	5         	269       	699131    
20 May 2014	08:57:54	54        	7         	272       	712208    
20 May 2014	08:58:07	55        	5         	275       	725163    
20 May 2014	08:58:20	56        	5         	282       	738210    
20 May 2014	08:58:32	57        	5         	287       	751063    
20 May 2014	08:58:45	58        	5         	293       	763965    
20 May 2014	08:58:58	59        	4         	297       	776599    
20 May 2014	08:59:11	60        	6         	304       	789411    
20 May 2014	08:59:23	61        	6         	307       	802121    
20 May 2014	08:59:37	62        	6         	314       	815280    
20 May 2014	08:59:49	63        	6         	318       	827935    
20 May 2014	09:00:02	64        	6         	320       	840683    
20 May 2014	09:00:15	65        	6         	325       	853411    
20 May 2014	09:00:27	66        	7         	332       	866048    
20 May 2014	09:00:41	67        	6         	336       	879210    
20 May 2014	09:00:54	68        	5         	344       	892150    
20 May 2014	09:01:06	69        	7         	347       	905090    
20 May 2014	09:01:20	70        	5         	350       	918266    
20 May 2014	09:01:33	71        	5         	359       	931350    
20 May 2014	09:01:46	72        	6         	362       	944512    
20 May 2014	09:01:59	73        	6         	366       	957591    
20 May 2014	09:02:12	74        	6         	373       	970729    
20 May 2014	09:02:25	75        	6         	379       	983995    
20 May 2014	09:02:39	76        	5         	383       	997575    
20 May 2014	09:02:52	77        	5         	386       	1010724   
20 May 2014	09:03:05	78        	5         	391       	1024000   
20 May 2014	09:03:19	79        	6         	398       	1037153   
20 May 2014	09:03:32	80        	8         	402       	1050240   
20 May 2014	09:03:45	81        	5         	409       	1063266   
20 May 2014	09:03:58	82        	3         	413       	1076358   
20 May 2014	09:04:11	83        	6         	419       	1089454   
20 May 2014	09:04:24	84        	6         	422       	1102621   
20 May 2014	09:04:38	85        	5         	425       	1116219   
20 May 2014	09:04:51	86        	4         	434       	1129449   
20 May 2014	09:05:04	87        	6         	437       	1142630   
20 May 2014	09:05:17	88        	5         	443       	1155836   
20 May 2014	09:05:30	89        	4         	449       	1169020   
20 May 2014	09:05:44	90        	4         	453       	1182218   
20 May 2014	09:05:57	91        	4         	458       	1195400   
20 May 2014	09:06:10	92        	6         	461       	1208598   
20 May 2014	09:06:23	93        	6         	466       	1221674   
20 May 2014	09:06:37	94        	5         	471       	1235423   
20 May 2014	09:06:50	95        	7         	475       	1248591   
20 May 2014	09:07:03	96        	7         	483       	1261801   
20 May 2014	09:07:16	97        	6         	486       	1274900   
20 May 2014	09:07:29	98        	6         	491       	1288107   
20 May 2014	09:07:43	99        	5         	499       	1301290   
20 May 2014	09:07:56	100       	7         	504       	1314435   
20 May 2014	09:08:09	101       	6         	508       	1327570   
20 May 2014	09:08:22	102       	6         	513       	1340714   
20 May 2014	09:08:36	103       	5         	515       	1354331   
20 May 2014	09:08:49	104       	7         	522       	1367611   
20 May 2014	09:09:02	105       	6         	528       	1380800   
20 May 2014	09:09:15	106       	5         	530       	1393986   
20 May 2014	09:09:29	107       	6         	538       	1407161   
20 May 2014	09:09:42	108       	4         	544       	1420238   
20 May 2014	09:09:54	109       	6         	545       	1433040   
20 May 2014	09:10:07	110       	6         	553       	1445841   
20 May 2014	09:10:20	111       	7         	556       	1458619   
20 May 2014	09:10:33	112       	4         	563       	1471457   
20 May 2014	09:10:46	113       	5         	569       	1484919   
20 May 2014	09:10:59	114       	5         	573       	1498073   
20 May 2014	09:11:13	115       	6         	575       	1511410   
20 May 2014	09:11:26	116       	6         	584       	1524518   
20 May 2014	09:11:39	117       	6         	589       	1537658   
20 May 2014	09:11:52	118       	5         	591       	1550861   
20 May 2014	09:12:05	119       	5         	598       	1564006   
20 May 2014	09:12:19	120       	5         	603       	1577171   
20 May 2014	09:12:32	121       	6         	609       	1590312   
20 May 2014	09:12:45	122       	6         	614       	1603485   
20 May 2014	09:12:58	123       	6         	619       	1616788   
20 May 2014	09:13:11	124       	6         	623       	1630078   
20 May 2014	09:13:25	125       	7         	628       	1643276   
20 May 2014	09:13:38	126       	6         	633       	1656413   
20 May 2014	09:13:51	127       	6         	635       	1670022   
20 May 2014	09:14:05	128       	5         	642       	1683156   
20 May 2014	09:14:18	129       	5         	649       	1696163   
20 May 2014	09:14:30	130       	7         	654       	1709093   
20 May 2014	09:14:43	131       	5         	658       	1721903   
20 May 2014	09:14:56	132       	7         	664       	1734684   
20 May 2014	09:15:09	133       	4         	669       	1747478   
20 May 2014	09:15:22	134       	4         	674       	1760136   
20 May 2014	09:15:34	135       	4         	679       	1772861   
20 May 2014	09:15:47	136       	5         	683       	1785957   
20 May 2014	09:16:00	137       	6         	689       	1798711   
20 May 2014	09:16:13	138       	6         	694       	1811452   
20 May 2014	09:16:26	139       	6         	699       	1824302   
20 May 2014	09:16:38	140       	5         	702       	1837101   
20 May 2014	09:16:51	141       	6         	705       	1849954   
20 May 2014	09:17:04	142       	7         	711       	1862819   
20 May 2014	09:17:17	143       	5         	719       	1875622   
20 May 2014	09:17:30	144       	6         	724       	1888336   
20 May 2014	09:17:43	145       	4         	729       	1901929   
20 May 2014	09:17:56	146       	6         	734       	1914700   
20 May 2014	09:18:09	147       	5         	739       	1927685   
20 May 2014	09:18:22	148       	5         	744       	1940835   
20 May 2014	09:18:35	149       	4         	749       	1953985   
20 May 2014	09:18:48	150       	5         	754       	1967032   
20 May 2014	09:19:02	151       	7         	759       	1980244   
20 May 2014	09:19:15	152       	5         	763       	1993248   
20 May 2014	09:19:28	153       	7         	767       	2006353   
20 May 2014	09:19:41	154       	6         	774       	2019413   
20 May 2014	09:19:59	155       	6         	777       	2037756   
20 May 2014	09:20:12	156       	5         	784       	2050939   
20 May 2014	09:20:25	157       	7         	789       	2064074   
20 May 2014	09:20:39	158       	5         	791       	2077173   
20 May 2014	09:20:52	159       	6         	795       	2090150   
20 May 2014	09:21:05	160       	6         	804       	2103371   
20 May 2014	09:21:18	161       	7         	806       	2116503   
20 May 2014	09:21:31	162       	6         	810       	2129675   
20 May 2014	09:21:44	163       	7         	817       	2142726   
20 May 2014	09:21:58	164       	6         	824       	2156420   
20 May 2014	09:22:11	165       	6         	827       	2169517   
20 May 2014	09:22:24	166       	5         	832       	2182661   
20 May 2014	09:22:37	167       	5         	835       	2195825   
20 May 2014	09:22:50	168       	5         	844       	2208875   
20 May 2014	09:23:03	169       	6         	849       	2221991   
20 May 2014	09:23:16	170       	4         	851       	2235089   
20 May 2014	09:23:30	171       	6         	859       	2248281   
20 May 2014	09:23:43	172       	6         	861       	2261389   
20 May 2014	09:23:56	173       	6         	869       	2275062   
20 May 2014	09:24:10	174       	5         	873       	2288218   
20 May 2014	09:24:23	175       	6         	876       	2301368   
20 May 2014	09:24:36	176       	6         	880       	2314475   
20 May 2014	09:24:49	177       	5         	886       	2327618   
20 May 2014	09:25:03	178       	5         	893       	2341523   
20 May 2014	09:25:16	179       	4         	899       	2354713   
20 May 2014	09:25:29	180       	5         	904       	2367786   
20 May 2014	09:25:42	181       	6         	908       	2380525   
20 May 2014	09:25:55	182       	5         	914       	2393325   
20 May 2014	09:26:09	183       	4         	919       	2407761   
20 May 2014	09:26:22	184       	6         	922       	2420616   
20 May 2014	09:26:35	185       	4         	928       	2433473   
20 May 2014	09:26:48	186       	7         	931       	2446264   
20 May 2014	09:27:01	187       	7         	938       	2459830   
20 May 2014	09:27:14	188       	6         	943       	2472630   
20 May 2014	09:27:27	189       	5         	949       	2485405   
20 May 2014	09:27:40	190       	6         	951       	2498197   
20 May 2014	09:27:53	191       	6         	958       	2511362   
20 May 2014	09:28:06	192       	5         	964       	2524513   
20 May 2014	09:28:19	193       	5         	969       	2537627   
20 May 2014	09:28:32	194       	6         	971       	2550771   
20 May 2014	09:28:45	195       	7         	975       	2563887   
20 May 2014	09:28:59	196       	7         	983       	2577568   
20 May 2014	09:29:12	197       	5         	989       	2590871   
20 May 2014	09:29:25	198       	8         	992       	2603935   
20 May 2014	09:29:38	199       	4         	997       	2616952   
20 May 2014	09:29:51	200       	4         	1003      	2630080   
20 May 2014	09:30:05	201       	7         	1005      	2643201   
20 May 2014	09:30:18	202       	5         	1011      	2656307   
20 May 2014	09:30:31	203       	6         	1019      	2669479   
20 May 2014	09:30:44	204       	6         	1020      	2682534   
20 May 2014	09:30:57	205       	5         	1029      	2695684   
20 May 2014	09:31:11	206       	6         	1034      	2709175   
20 May 2014	09:31:24	207       	6         	1039      	2722262   
20 May 2014	09:31:37	208       	5         	1044      	2735288   
20 May 2014	09:31:50	209       	5         	1048      	2748269   
20 May 2014	09:32:03	210       	6         	1052      	2761310   
20 May 2014	09:32:16	211       	8         	1058      	2774371   
20 May 2014	09:32:29	212       	5         	1062      	2787355   
20 May 2014	09:32:42	213       	6         	1068      	2800409   
20 May 2014	09:32:55	214       	5         	1074      	2813600   
20 May 2014	09:33:09	215       	6         	1077      	2827291   
20 May 2014	09:33:22	216       	5         	1083      	2840363   
20 May 2014	09:33:35	217       	5         	1086      	2853410   
20 May 2014	09:33:48	218       	5         	1092      	2866475   
20 May 2014	09:34:01	219       	5         	1095      	2879633   
20 May 2014	09:34:14	220       	6         	1100      	2892768   
20 May 2014	09:34:27	221       	6         	1106      	2905936   
20 May 2014	09:34:40	222       	7         	1114      	2919012   
20 May 2014	09:34:54	223       	6         	1119      	2932187   
20 May 2014	09:35:07	224       	5         	1123      	2945788   
20 May 2014	09:35:20	225       	4         	1126      	2958848   
20 May 2014	09:35:33	226       	6         	1133      	2971794   
20 May 2014	09:35:46	227       	7         	1137      	2984755   
20 May 2014	09:35:59	228       	7         	1141      	2997868   
20 May 2014	09:36:12	229       	5         	1149      	3010888   
20 May 2014	09:36:25	230       	6         	1154      	3023951   
20 May 2014	09:36:38	231       	5         	1159      	3036990   
20 May 2014	09:36:51	232       	5         	1164      	3050115   
20 May 2014	09:37:05	233       	6         	1169      	3063971   
20 May 2014	09:37:18	234       	7         	1174      	3076960   
20 May 2014	09:37:31	235       	6         	1179      	3090001   
20 May 2014	09:37:44	236       	7         	1180      	3103084   
20 May 2014	09:37:57	237       	4         	1189      	3116110   
20 May 2014	09:38:10	238       	6         	1193      	3129100   
20 May 2014	09:38:23	239       	6         	1197      	3142107   
20 May 2014	09:38:36	240       	5         	1202      	3155081   
20 May 2014	09:38:50	241       	6         	1208      	3168165   
20 May 2014	09:39:03	242       	4         	1213      	3181729   
20 May 2014	09:39:16	243       	5         	1219      	3194749   
20 May 2014	09:39:29	244       	6         	1222      	3207802   
20 May 2014	09:39:42	245       	6         	1225      	3220820   
20 May 2014	09:39:55	246       	6         	1231      	3233939   
20 May 2014	09:40:09	247       	6         	1236      	3247181   
20 May 2014	09:40:22	248       	5         	1241      	3260285   
20 May 2014	09:40:35	249       	6         	1246      	3273303   
20 May 2014	09:40:47	250       	5         	1254      	3286036   
20 May 2014	09:41:01	251       	6         	1259      	3299424   
20 May 2014	09:41:14	252       	6         	1263      	3312253   
20 May 2014	09:41:26	253       	6         	1267      	3325058   
20 May 2014	09:41:39	254       	5         	1270      	3337821   
20 May 2014	09:41:52	255       	6         	1276      	3350622   
20 May 2014	09:42:05	256       	5         	1284      	3363297   
20 May 2014	09:42:17	257       	5         	1285      	3375969   
20 May 2014	09:42:30	258       	6         	1293      	3388854   
20 May 2014	09:42:43	259       	5         	1299      	3401592   
20 May 2014	09:42:56	260       	6         	1302      	3414277   
20 May 2014	09:43:09	261       	6         	1308      	3427662   
20 May 2014	09:43:22	262       	6         	1310      	3440628   
20 May 2014	09:43:35	263       	5         	1318      	3453411   
20 May 2014	09:43:48	264       	6         	1324      	3466145   
20 May 2014	09:44:00	265       	5         	1325      	3478862   
20 May 2014	09:44:13	266       	5         	1331      	3491752   
20 May 2014	09:44:26	267       	5         	1337      	3504514   
20 May 2014	09:44:39	268       	5         	1340      	3517280   
20 May 2014	09:44:51	269       	5         	1345      	3530025   
20 May 2014	09:45:05	270       	6         	1352      	3543228   
20 May 2014	09:45:17	271       	5         	1357      	3555966   
20 May 2014	09:45:30	272       	6         	1361      	3568727   
20 May 2014	09:45:43	273       	6         	1365      	3581435   
20 May 2014	09:45:56	274       	7         	1372      	3594205   
20 May 2014	09:46:08	275       	6         	1379      	3607003   
20 May 2014	09:46:21	276       	4         	1382      	3619744   
20 May 2014	09:46:34	277       	5         	1389      	3632622   
20 May 2014	09:46:47	278       	7         	1391      	3645450   
20 May 2014	09:47:00	279       	6         	1398      	3658217   
20 May 2014	09:47:13	280       	5         	1401      	3671459   
20 May 2014	09:47:26	281       	6         	1409      	3684312   
20 May 2014	09:47:38	282       	6         	1411      	3697019   
20 May 2014	09:47:51	283       	7         	1415      	3709734   
20 May 2014	09:48:04	284       	8         	1424      	3722658   
20 May 2014	09:48:17	285       	6         	1427      	3735436   
20 May 2014	09:48:30	286       	5         	1433      	3748212   
20 May 2014	09:48:42	287       	5         	1438      	3760988   
20 May 2014	09:48:55	288       	6         	1441      	3773739   
20 May 2014	09:49:08	289       	5         	1448      	3786515   
20 May 2014	09:49:21	290       	5         	1451      	3799704   
20 May 2014	09:49:34	291       	4         	1455      	3812431   
20 May 2014	09:49:47	292       	7         	1464      	3825226   
20 May 2014	09:50:00	293       	6         	1465      	3838167   
20 May 2014	09:50:12	294       	5         	1470      	3850960   
20 May 2014	09:50:25	295       	7         	1476      	3863714   
20 May 2014	09:50:38	296       	6         	1483      	3876523   
20 May 2014	09:50:51	297       	4         	1486      	3889268   
20 May 2014	09:51:03	298       	5         	1494      	3902103   
20 May 2014	09:51:17	299       	6         	1499      	3915335   
20 May 2014	09:51:29	300       	6         	1503      	3928051   
20 May 2014	09:51:42	301       	5         	1509      	3940796   
20 May 2014	09:51:55	302       	5         	1514      	3953617   
20 May 2014	09:52:08	303       	6         	1518      	3966435   
20 May 2014	09:52:21	304       	4         	1523      	3979215   
20 May 2014	09:52:33	305       	5         	1529      	3991918   
20 May 2014	09:52:46	306       	6         	1533      	4004623   
20 May 2014	09:52:59	307       	7         	1537      	4017367   
20 May 2014	09:53:12	308       	4         	1544      	4030208   
20 May 2014	09:53:25	309       	5         	1546      	4043544   
20 May 2014	09:53:38	310       	6         	1554      	4056231   
20 May 2014	09:53:50	311       	5         	1559      	4069118   
20 May 2014	09:54:03	312       	7         	1564      	4081946   
20 May 2014	09:54:17	313       	6         	1567      	4095149   
20 May 2014	09:54:30	314       	7         	1571      	4108298   
20 May 2014	09:54:43	315       	6         	1576      	4121445   
20 May 2014	09:54:56	316       	5         	1584      	4134478   
20 May 2014	09:55:09	317       	5         	1589      	4147663   
20 May 2014	09:55:23	318       	6         	1591      	4161598   
20 May 2014	09:55:36	319       	7         	1598      	4175012   
20 May 2014	09:55:50	320       	4         	1600      	4188657   
20 May 2014	09:56:04	321       	5         	1609      	4202371   
20 May 2014	09:56:18	322       	5         	1613      	4216286   
20 May 2014	09:56:31	323       	5         	1617      	4230094   
20 May 2014	09:56:45	324       	6         	1621      	4243234   
20 May 2014	09:56:58	325       	5         	1629      	4256407   
20 May 2014	09:57:11	326       	6         	1634      	4269667   
20 May 2014	09:57:25	327       	7         	1636      	4283921   
20 May 2014	09:57:38	328       	5         	1644      	4297118   
20 May 2014	09:57:52	329       	6         	1649      	4310315   
20 May 2014	09:58:05	330       	6         	1654      	4323441   
20 May 2014	09:58:18	331       	6         	1658      	4336570   
20 May 2014	09:58:32	332       	4         	1662      	4350269   
20 May 2014	09:58:45	333       	5         	1665      	4363507   
20 May 2014	09:58:58	334       	5         	1673      	4376650   
20 May 2014	09:59:11	335       	8         	1679      	4389713   
20 May 2014	09:59:25	336       	5         	1683      	4403667   
20 May 2014	09:59:38	337       	6         	1686      	4416759   
20 May 2014	09:59:51	338       	5         	1694      	4429934   
20 May 2014	10:00:04	339       	6         	1695      	4443054   
20 May 2014	10:00:18	340       	6         	1704      	4456233   
20 May 2014	10:00:31	341       	6         	1705      	4469354   
20 May 2014	10:00:44	342       	5         	1713      	4482526   
20 May 2014	10:00:57	343       	4         	1718      	4495609   
20 May 2014	10:01:10	344       	4         	1722      	4508793   
20 May 2014	10:01:24	345       	3         	1729      	4522571   
20 May 2014	10:01:37	346       	5         	1732      	4535802   
20 May 2014	10:01:50	347       	5         	1738      	4549055   
20 May 2014	10:02:04	348       	6         	1743      	4562190   
20 May 2014	10:02:17	349       	5         	1745      	4575356   
20 May 2014	10:02:30	350       	6         	1750      	4588444   
20 May 2014	10:02:43	351       	6         	1758      	4601574   
20 May 2014	10:02:56	352       	5         	1763      	4614870   
20 May 2014	10:03:09	353       	6         	1768      	4628004   
20 May 2014	10:03:23	354       	5         	1772      	4641295   
20 May 2014	10:03:35	355       	6         	1778      	4654056   
20 May 2014	10:03:49	356       	4         	1784      	4667230   
20 May 2014	10:04:02	357       	5         	1787      	4680146   
20 May 2014	10:04:14	358       	5         	1791      	4692945   
20 May 2014	10:04:28	359       	5         	1799      	4706353   
20 May 2014	10:04:41	360       	5         	1802      	4719191   
20 May 2014	10:04:53	361       	6         	1807      	4732012   
20 May 2014	10:05:06	362       	6         	1812      	4744921   
20 May 2014	10:05:20	363       	5         	1819      	4758866   
20 May 2014	10:05:33	364       	6         	1822      	4771961   
20 May 2014	10:05:47	365       	5         	1825      	4785139   
20 May 2014	10:06:00	366       	6         	1830      	4798888   
20 May 2014	10:06:13	367       	5         	1839      	4812066   
