28 May 2014	10:41:27		Logging to file ./clientlog//EMClient__000000261.txt
28 May 2014	10:41:27		SETTING	LogServer	True
28 May 2014	11:28:48	75        	0.711111111111111	302       	2841224   
28 May 2014	11:29:26	76        	0.5       	305       	2878753   
28 May 2014	11:30:03	77        	0.661654135338346	311       	2916179   
28 May 2014	11:30:41	78        	0.481203007518797	314       	2953945   
28 May 2014	11:31:11	79        	0.661654135338346	316       	2983383   
28 May 2014	11:31:40	80        	0.661654135338346	323       	3012897   
28 May 2014	11:32:18	81        	0.732824427480916	324       	3050371   
28 May 2014	11:32:55	82        	0.481203007518797	331       	3088239   
28 May 2014	11:33:33	83        	0.727272727272727	333       	3126038   
28 May 2014	11:34:11	84        	0.661654135338346	338       	3163978   
28 May 2014	11:34:49	85        	0.651851851851852	342       	3201836   
28 May 2014	11:35:27	86        	0.711111111111111	345       	3239541   
28 May 2014	11:36:04	87        	0.842105263157895	349       	3277266   
28 May 2014	11:36:42	88        	0.661654135338346	353       	3314730   
28 May 2014	11:37:23	89        	0.661654135338346	359       	3355889   
28 May 2014	11:38:01	90        	0.842105263157895	360       	3393630   
28 May 2014	11:38:39	91        	0.732824427480916	365       	3431479   
28 May 2014	11:39:16	92        	0.711111111111111	369       	3469198   
28 May 2014	11:39:54	93        	0.661654135338346	375       	3506849   
28 May 2014	11:40:32	94        	0.661654135338346	379       	3544418   
28 May 2014	11:41:09	95        	0.661654135338346	381       	3581813   
28 May 2014	11:41:47	96        	0.625     	387       	3620272   
28 May 2014	11:42:24	97        	0.661654135338346	390       	3657333   
28 May 2014	11:43:02	98        	0.661654135338346	392       	3694711   
28 May 2014	11:43:39	99        	0.651851851851852	396       	3732217   
28 May 2014	11:44:17	100       	0.5       	400       	3769387   
28 May 2014	11:44:54	101       	0.661654135338346	405       	3806848   
28 May 2014	11:45:31	102       	0.481203007518797	409       	3843337   
28 May 2014	11:46:08	103       	0.633663366336634	412       	3880624   
28 May 2014	11:46:45	104       	0.842105263157895	418       	3918302   
28 May 2014	11:47:23	105       	0.549618320610687	422       	3955520   
28 May 2014	11:48:00	106       	0.539325842696629	424       	3993074   
28 May 2014	11:48:38	107       	0.711111111111111	430       	4030563   
28 May 2014	11:49:15	108       	0.711111111111111	434       	4068003   
28 May 2014	11:49:52	109       	0.592592592592593	436       	4105319   
28 May 2014	11:50:30	110       	0.842105263157895	442       	4142551   
28 May 2014	11:51:07	111       	0.661654135338346	444       	4179806   
28 May 2014	11:51:45	112       	0.533333333333333	449       	4218098   
28 May 2014	11:52:23	113       	0.661654135338346	452       	4255532   
28 May 2014	11:52:52	114       	0.661654135338346	458       	4284513   
28 May 2014	11:53:29	115       	0.592592592592593	462       	4321565   
28 May 2014	11:53:58	116       	0.481203007518797	467       	4350384   
28 May 2014	11:54:35	117       	0.592592592592593	469       	4387655   
28 May 2014	11:55:12	118       	0.651851851851852	472       	4424996   
28 May 2014	11:55:49	119       	0.732824427480916	479       	4462320   
28 May 2014	11:56:27	120       	0.633663366336634	481       	4499608   
28 May 2014	11:56:56	121       	0.474074074074074	487       	4529300   
28 May 2014	11:57:34	122       	0.625     	491       	4566587   
28 May 2014	11:58:11	123       	0.661654135338346	492       	4604035   
28 May 2014	11:58:49	124       	0.77037037037037	498       	4641900   
28 May 2014	11:59:26	125       	0.549618320610687	503       	4679221   
28 May 2014	11:59:56	126       	0.615384615384615	507       	4708675   
28 May 2014	12:00:35	127       	0.481203007518797	511       	4747711   
28 May 2014	12:01:12	128       	0.711111111111111	512       	4784994   
28 May 2014	12:01:50	129       	0.615384615384615	519       	4822471   
