21 May 2014	18:50:39		Logging to file ./clientlog//EMClient__000000106.txt
21 May 2014	18:50:39		SETTING	LogServer	True
21 May 2014	19:20:30	160       	3         	800       	1791471   
21 May 2014	19:20:41	161       	2         	809       	1802311   
21 May 2014	19:20:52	162       	2         	814       	1813193   
21 May 2014	19:21:05	163       	3         	817       	1825790   
21 May 2014	19:21:19	164       	9         	820       	1839613   
21 May 2014	19:21:30	165       	3         	827       	1850898   
21 May 2014	19:21:41	166       	2         	833       	1861733   
21 May 2014	19:21:52	167       	2         	839       	1872503   
21 May 2014	19:22:02	168       	3         	843       	1883278   
21 May 2014	19:22:15	169       	6         	849       	1895607   
21 May 2014	19:22:25	170       	3         	851       	1906443   
21 May 2014	19:22:36	171       	3         	857       	1917217   
21 May 2014	19:22:47	172       	3         	860       	1928001   
21 May 2014	19:22:58	173       	3         	868       	1938807   
21 May 2014	19:23:09	174       	3         	874       	1949550   
21 May 2014	19:23:21	175       	7         	877       	1961915   
21 May 2014	19:23:34	176       	7         	882       	1974566   
21 May 2014	19:23:46	177       	6         	886       	1986769   
21 May 2014	19:23:56	178       	2         	894       	1997479   
21 May 2014	19:24:07	179       	3         	897       	2008318   
21 May 2014	19:24:18	180       	2         	904       	2019007   
21 May 2014	19:24:29	181       	2         	909       	2029789   
21 May 2014	19:24:40	182       	2         	913       	2040938   
21 May 2014	19:24:51	183       	3         	918       	2051772   
21 May 2014	19:25:03	184       	6         	924       	2064264   
21 May 2014	19:25:14	185       	3         	928       	2075317   
21 May 2014	19:25:25	186       	3         	934       	2086171   
21 May 2014	19:25:37	187       	3         	939       	2097656   
21 May 2014	19:25:47	188       	3         	940       	2108359   
21 May 2014	19:25:58	189       	3         	947       	2119214   
21 May 2014	19:26:10	190       	3         	953       	2131265   
21 May 2014	19:26:27	191       	11        	955       	2148260   
21 May 2014	19:26:38	192       	3         	961       	2159066   
21 May 2014	19:26:49	193       	2         	968       	2169799   
21 May 2014	19:27:00	194       	3         	974       	2180600   
21 May 2014	19:27:12	195       	7         	977       	2192915   
21 May 2014	19:27:23	196       	2         	984       	2203672   
21 May 2014	19:27:33	197       	3         	989       	2214482   
21 May 2014	19:27:44	198       	2         	994       	2225286   
21 May 2014	19:27:55	199       	2         	999       	2236236   
21 May 2014	19:28:06	200       	2         	1004      	2247057   
21 May 2014	19:28:17	201       	2         	1009      	2257858   
21 May 2014	19:28:28	202       	3         	1013      	2268698   
21 May 2014	19:28:39	203       	2         	1019      	2279511   
21 May 2014	19:28:49	204       	2         	1023      	2290243   
21 May 2014	19:29:00	205       	2         	1029      	2301056   
21 May 2014	19:29:11	206       	2         	1034      	2311938   
21 May 2014	19:29:22	207       	2         	1039      	2323158   
21 May 2014	19:29:33	208       	2         	1044      	2334189   
21 May 2014	19:29:44	209       	2         	1049      	2345019   
21 May 2014	19:29:55	210       	3         	1051      	2355843   
21 May 2014	19:30:06	211       	2         	1059      	2366553   
21 May 2014	19:30:16	212       	2         	1063      	2377434   
21 May 2014	19:30:27	213       	2         	1069      	2388137   
21 May 2014	19:30:39	214       	6         	1071      	2400321   
21 May 2014	19:30:50	215       	2         	1079      	2411105   
21 May 2014	19:31:02	216       	6         	1083      	2423260   
21 May 2014	19:31:13	217       	2         	1089      	2434043   
21 May 2014	19:31:24	218       	3         	1091      	2444771   
21 May 2014	19:31:36	219       	7         	1096      	2456908   
21 May 2014	19:31:47	220       	3         	1103      	2467706   
21 May 2014	19:31:57	221       	3         	1108      	2478418   
21 May 2014	19:32:08	222       	3         	1111      	2489280   
21 May 2014	19:32:19	223       	3         	1116      	2500067   
21 May 2014	19:32:30	224       	3         	1122      	2511451   
21 May 2014	19:32:41	225       	3         	1127      	2522321   
21 May 2014	19:32:52	226       	2         	1133      	2533185   
21 May 2014	19:33:03	227       	3         	1135      	2543975   
21 May 2014	19:33:14	228       	2         	1144      	2554805   
21 May 2014	19:33:25	229       	3         	1148      	2565667   
21 May 2014	19:33:35	230       	2         	1154      	2576243   
21 May 2014	19:33:46	231       	2         	1159      	2587023   
21 May 2014	19:33:57	232       	2         	1164      	2597808   
21 May 2014	19:34:08	233       	2         	1169      	2608621   
21 May 2014	19:34:18	234       	2         	1174      	2619463   
21 May 2014	19:34:30	235       	2         	1179      	2630868   
21 May 2014	19:34:41	236       	2         	1184      	2642027   
21 May 2014	19:34:52	237       	2         	1189      	2653072   
21 May 2014	19:35:03	238       	3         	1193      	2664016   
21 May 2014	19:35:17	239       	11        	1197      	2677929   
21 May 2014	19:35:28	240       	3         	1204      	2688788   
21 May 2014	19:35:39	241       	3         	1209      	2699603   
21 May 2014	19:35:50	242       	3         	1212      	2710516   
21 May 2014	19:36:02	243       	7         	1218      	2722892   
21 May 2014	19:36:13	244       	2         	1224      	2733808   
21 May 2014	19:36:24	245       	2         	1228      	2744530   
21 May 2014	19:36:36	246       	5         	1230      	2757238   
21 May 2014	19:36:47	247       	3         	1238      	2768050   
21 May 2014	19:36:58	248       	2         	1242      	2779091   
21 May 2014	19:37:09	249       	2         	1247      	2790055   
21 May 2014	19:37:20	250       	2         	1254      	2800826   
21 May 2014	19:37:31	251       	2         	1259      	2811781   
21 May 2014	19:37:44	252       	6         	1261      	2825107   
21 May 2014	19:37:56	253       	6         	1267      	2837323   
21 May 2014	19:38:07	254       	3         	1270      	2848131   
21 May 2014	19:38:18	255       	2         	1279      	2858907   
21 May 2014	19:38:29	256       	2         	1284      	2869834   
21 May 2014	19:38:40	257       	2         	1289      	2880616   
